,seed,survival_rate,random_number,outcome
65,71,0.25,0.9828116823254183,0
66,71,0.25,0.4997151981128647,0
67,71,0.25,0.46743791728115947,0
68,71,0.25,0.12842369014769284,1
69,71,0.25,0.601215013053336,0
70,71,0.25,0.211750835136009,1
71,71,0.25,0.6255425545614388,0
72,71,0.25,0.27849513904758516,0
73,71,0.25,0.46727502662896603,0
74,71,0.25,0.8652401064241324,0
75,71,0.25,0.3117570532555992,0
76,71,0.25,0.5349093729239799,0
77,71,0.25,0.31863239126915943,0
78,71,0.25,0.48558984361914903,0
79,71,0.25,0.8672899596141785,0
80,71,0.25,0.49242671583548836,0
81,71,0.25,0.9646221387995413,0
82,71,0.25,0.4078639538292653,0
83,71,0.25,0.45406681524937,0
84,71,0.25,0.6449791905854245,0
85,71,0.25,0.5010983645397185,0
86,71,0.25,0.6719441410291024,0
87,71,0.25,0.29056909445362755,0
88,71,0.25,0.013571426646484808,1
89,71,0.25,0.42254744041893944,0
90,71,0.25,0.0643741736043395,1
91,71,0.25,0.24814193950268582,1
92,71,0.25,0.5978969845013193,0
93,71,0.25,0.6903050031638072,0
94,71,0.25,0.9098684672031961,0
95,71,0.25,0.678457979666296,0
96,71,0.25,0.5552995415846752,0
97,71,0.25,0.3443199440316328,0
98,71,0.25,0.4769591767308746,0
99,71,0.25,0.28813325152569824,0
100,71,0.25,0.10252188568964116,1
101,71,0.25,0.534818192824583,0
102,71,0.25,0.6308779365134944,0
103,71,0.25,0.3074177046948998,0
104,71,0.25,0.7397050451485381,0
105,71,0.25,0.5299197865040487,0
106,71,0.25,0.3093356096662315,0
107,71,0.25,0.8513328481183287,0
108,71,0.25,0.02209035180301977,1
109,71,0.25,0.26875327808519944,0
110,71,0.25,0.3209823698431086,0
111,71,0.25,0.6727643673797055,0
112,71,0.25,0.25264010849446283,0
113,71,0.25,0.9823417110386717,0
114,71,0.25,0.10514367047975848,1
115,71,0.25,0.4500028536191891,0
116,71,0.25,0.4696884831386048,0
117,71,0.25,0.7444039053522011,0
118,71,0.25,0.254221852850848,0
119,71,0.25,0.16226216019425133,1
120,71,0.25,0.7441321083140092,0
121,71,0.25,0.7871841913899282,0
122,71,0.25,0.5752042740677742,0
123,71,0.25,0.9030447560320276,0
124,71,0.25,0.3949242769412171,0
125,71,0.25,0.44918689625250763,0
126,71,0.25,0.49861650504932997,0
127,71,0.25,0.12699294548511186,1
128,71,0.25,0.8278422812251999,0
129,71,0.25,0.06177188879213602,1
130,71,0.25,0.07725149791396979,1
131,71,0.25,0.9103897120024976,0
132,71,0.25,0.45186949697782075,0
133,71,0.25,0.14597961045579444,1
134,71,0.25,0.8876626876731158,0
135,71,0.25,0.18968509867872219,1
136,71,0.25,0.4533310066916315,0
137,71,0.25,0.014488915813253844,1
138,71,0.25,0.1432500333411052,1
139,71,0.25,0.48194462730612,0
140,71,0.25,0.7008554722402369,0
141,71,0.25,0.12933650406477104,1
142,71,0.25,0.7616339486424464,0
143,71,0.25,0.644403373831164,0
144,71,0.25,0.6726766899887169,0
145,71,0.25,0.9651696009726539,0
146,71,0.25,0.48042403536935196,0
147,71,0.25,0.004827812517978702,1
148,71,0.25,0.05615802385716184,1
149,71,0.25,0.8711181163694539,0
150,71,0.25,0.10834702573594468,1
151,71,0.25,0.2733125230128749,0
152,71,0.25,0.6530328382992879,0
153,71,0.25,0.7370873314525241,0
154,71,0.25,0.7539433185944706,0
155,71,0.25,0.5592978070162176,0
156,71,0.25,0.3268370986684296,0
157,71,0.25,0.9014249353840169,0
158,71,0.25,0.01845694116658858,1
159,71,0.25,0.25739283384773415,0
160,71,0.25,0.9870494848424753,0
161,71,0.25,0.18814536100469903,1
162,71,0.25,0.8415955437247304,0
163,71,0.25,0.601657977451639,0
164,71,0.25,0.632131508515556,0
165,71,0.25,0.6330415720887501,0
166,71,0.25,0.4495209328196861,0
167,71,0.25,0.840527102828875,0
168,71,0.25,0.05953521174058729,1
169,71,0.25,0.28558522005444154,0
170,71,0.25,0.7714331341060371,0
171,71,0.25,0.7375782999786122,0
172,71,0.25,0.6416259756596849,0
173,71,0.25,0.6897178783060092,0
174,71,0.25,0.29361621861956566,0
175,71,0.25,0.6010787938082582,0
176,71,0.25,0.570047060090227,0
177,71,0.25,0.8143739305027202,0
178,71,0.25,0.22975118711223574,1
179,71,0.25,0.28333717161230887,0
180,71,0.25,0.32076809783749205,0
181,71,0.25,0.2064955780874207,1
182,71,0.25,0.7281829982681297,0
183,71,0.25,0.49130960283987446,0
184,71,0.25,0.06766190576317321,1
185,71,0.25,0.8925019669406056,0
186,71,0.25,0.5232405845464441,0
187,71,0.25,0.8231936485510023,0
188,71,0.25,0.744401057635355,0
189,71,0.25,0.39810488783525133,0
190,71,0.25,0.320457861654901,0
191,71,0.25,0.5491383097436049,0
192,71,0.25,0.9404957327433965,0
193,71,0.25,0.8016920155651798,0
194,71,0.25,0.9572930378398691,0
195,71,0.25,0.5720449750035664,0
196,71,0.25,0.5449509667276252,0
197,71,0.25,0.30036084715103584,0
198,71,0.25,0.5487588831571625,0
199,71,0.25,0.5569373812210424,0
200,71,0.25,0.7621664683507603,0
201,71,0.25,0.8377218352905922,0
202,71,0.25,0.9011988320835012,0
203,71,0.25,0.2530963068805707,0
204,71,0.25,0.6469372268060976,0
205,71,0.25,0.06625287355833664,1
206,71,0.25,0.28092922561734734,0
207,71,0.25,0.6040727875164856,0
208,71,0.25,0.0011597414141810702,1
209,71,0.25,0.8634085595002837,0
210,71,0.25,0.5390161506189369,0
211,71,0.25,0.23905690843514504,1
212,71,0.25,0.4217398608669648,0
213,71,0.25,0.7525450935293031,0
214,71,0.25,0.09137492578299689,1
215,71,0.25,0.9114321256761663,0
216,71,0.25,0.6575562742745222,0
217,71,0.25,0.5288373066546658,0
218,71,0.25,0.19228276746252337,1
219,71,0.25,0.6252693727826175,0
220,71,0.25,0.2220222995686646,1
221,71,0.25,0.06952753064285666,1
222,71,0.25,0.8519314638474319,0
223,71,0.25,0.35014836647391945,0
224,71,0.25,0.7707429425915322,0
225,71,0.25,0.4839635420269497,0
226,71,0.25,0.5629495023590618,0
227,71,0.25,0.3867935150234322,0
228,71,0.25,0.819484547233056,0
229,71,0.25,0.7800970480068651,0
230,71,0.25,0.38816875388464456,0
231,71,0.25,0.557157789157697,0
232,71,0.25,0.2750897947350728,0
233,71,0.25,0.9103041978755065,0
234,71,0.25,0.4577040130998449,0
235,71,0.25,0.6012514492869604,0
236,71,0.25,0.5746324010182812,0
237,71,0.25,0.09807045161324968,1
238,71,0.25,0.3331442524100535,0
239,71,0.25,0.7777871653423346,0
240,71,0.25,0.589049377819236,0
241,71,0.25,0.2451352304194543,1
242,71,0.25,0.16541132314713292,1
243,71,0.25,0.8677601564131159,0
244,71,0.25,0.8122213013269997,0
245,71,0.25,0.884660015194882,0
246,71,0.25,0.17683778631062907,1
247,71,0.25,0.5486707190283627,0
248,71,0.25,0.43804928525280784,0
249,71,0.25,0.42567304404135176,0
250,71,0.25,0.3609419157867717,0
251,71,0.25,0.6408952587024781,0
252,71,0.25,0.5727619714431397,0
253,71,0.25,0.07342161947646775,1
254,71,0.25,0.03969199116998079,1
255,71,0.25,0.1769075108077789,1
256,71,0.25,0.8103232403944015,0
257,71,0.25,0.8609711179573807,0
258,71,0.25,0.6711122567838399,0
259,71,0.25,0.36747921891889745,0
260,71,0.25,0.5317812584182293,0
261,71,0.25,0.6406555086670742,0
262,71,0.25,0.17180936267456204,1
263,71,0.25,0.9597927830356818,0
264,71,0.25,0.9173252305541784,0
265,71,0.25,0.035394249385010346,1
266,71,0.25,0.25491034990389416,0
267,71,0.25,0.2746545277377139,0
268,71,0.25,0.8601109108130183,0
269,71,0.25,0.9089464886394902,0
270,71,0.25,0.9436211144948252,0
271,71,0.25,0.42801205050731994,0
272,71,0.25,0.5441003847515092,0
273,71,0.25,0.19737642644500075,1
274,71,0.25,0.029934741141539156,1
275,71,0.25,0.6377474505102751,0
276,71,0.25,0.5474787355716032,0
277,71,0.25,0.8771542933415357,0
278,71,0.25,0.9221277251065196,0
279,71,0.25,0.5378729690572063,0
280,71,0.25,0.055773544875468706,1
281,71,0.25,0.5701767686478638,0
282,71,0.25,0.9312895756712795,0
283,71,0.25,0.47543498571657594,0
284,71,0.25,0.6449826434392033,0
285,71,0.25,0.513914839719669,0
286,71,0.25,0.4475697939519683,0
287,71,0.25,0.42154970534842406,0
288,71,0.25,0.23241449949315107,1
289,71,0.25,0.44736569959685635,0
290,71,0.25,0.7963427928909312,0
291,71,0.25,0.7407169777840852,0
292,71,0.25,0.031449670537677,1
293,71,0.25,0.21672949928051854,1
294,71,0.25,0.07227625029141727,1
295,71,0.25,0.09119614151566213,1
296,71,0.25,0.009109974506412488,1
297,71,0.25,0.7266411565711002,0
298,71,0.25,0.20285977648203435,1
299,71,0.25,0.6615675343592555,0
300,71,0.25,0.8309137960100255,0
301,71,0.25,0.15495283102256874,1
302,71,0.25,0.24648079548568935,1
303,71,0.25,0.11714837313369808,1
304,71,0.25,0.13222504588214978,1
305,71,0.25,0.9816158490135702,0
306,71,0.25,0.8773429136565127,0
307,71,0.25,0.9701878886048033,0
308,71,0.25,0.18436776302870583,1
309,71,0.25,0.4252927503163474,0
310,71,0.25,0.5535087454943121,0
311,71,0.25,0.06629730564854819,1
312,71,0.25,0.646931713617723,0
313,71,0.25,0.8737172557586381,0
314,71,0.25,0.9276152185022923,0
315,71,0.25,0.865136413048564,0
316,71,0.25,0.30391401038487553,0
317,71,0.25,0.8011533465493391,0
318,71,0.25,0.20525906703241925,1
319,71,0.25,0.4613085577420758,0
320,71,0.25,0.07325997762826586,1
321,71,0.25,0.09553022807601452,1
322,71,0.25,0.0800312066895078,1
323,71,0.25,0.3563109756465008,0
324,71,0.25,0.7437545174545044,0
325,71,0.25,0.5589318859623165,0
326,71,0.25,0.16728935659059163,1
327,71,0.25,0.2895339718811557,0
328,71,0.25,0.3627616726320211,0
329,71,0.25,0.11594897843732832,1
330,71,0.25,0.16273791315035124,1
331,71,0.25,0.9466509544707494,0
332,71,0.25,0.7812703979556049,0
333,71,0.25,0.6818705461295206,0
334,71,0.25,0.09090676930329677,1
335,71,0.25,0.5101780151201984,0
336,71,0.25,0.788494959116104,0
337,71,0.25,0.8206988725983206,0
338,71,0.25,0.21996761813301502,1
339,71,0.25,0.37885535528442726,0
340,71,0.25,0.6102186256258239,0
341,71,0.25,0.15084146651744235,1
342,71,0.25,0.6024769621906495,0
343,71,0.25,0.07579413197407203,1
344,71,0.25,0.8161535461842396,0
345,71,0.25,0.22317656124468555,1
346,71,0.25,0.36408640298949657,0
347,71,0.25,0.700217902629131,0
348,71,0.25,0.5985715179179073,0
349,71,0.25,0.9887110169536437,0
350,71,0.25,0.6601595050258601,0
351,71,0.25,0.2649985432171901,0
352,71,0.25,0.13999646369513208,1
353,71,0.25,0.7782158075377067,0
354,71,0.25,0.7245889526427971,0
355,71,0.25,0.19410575005627717,1
356,71,0.25,0.8188011110249002,0
357,71,0.25,0.3779704379134228,0
358,71,0.25,0.18172666975553597,1
359,71,0.25,0.1520305327888396,1
360,71,0.25,0.4432911009475925,0
361,71,0.25,0.7868964358622449,0
362,71,0.25,0.5216730845826234,0
363,71,0.25,0.3029403898176466,0
364,71,0.25,0.6428844058540596,0
365,71,0.25,0.019301231970569432,1
366,71,0.25,0.7339533674831118,0
367,71,0.25,0.6843803924679546,0
368,71,0.25,0.45766848633983126,0
369,71,0.25,0.06698356593553922,1
370,71,0.25,0.40529751568130545,0
371,71,0.25,0.903390339631107,0
372,71,0.25,0.9317199313805,0
373,71,0.25,0.7576942239005429,0
374,71,0.25,0.7049162437820164,0
375,71,0.25,0.9822782890790647,0
376,71,0.25,0.2709302481266297,0
377,71,0.25,0.8793766641463825,0
378,71,0.25,0.9146626448211848,0
379,71,0.25,0.8353761092390188,0
380,71,0.25,0.2326074545776804,1
381,71,0.25,0.6471954588513081,0
382,71,0.25,0.03175772448337977,1
383,71,0.25,0.23563037976673573,1
384,71,0.25,0.8377202155021473,0
385,71,0.25,0.14430305995020531,1
386,71,0.25,0.6449871325333739,0
387,71,0.25,0.19741816786663735,1
388,71,0.25,0.9704374030762116,0
389,71,0.25,0.9328637418172308,0
390,71,0.25,0.9650191709412014,0
391,71,0.25,0.5887000599126743,0
392,71,0.25,0.9983803221039595,0
393,71,0.25,0.15323428460870503,1
394,71,0.25,0.5809092587665892,0
395,71,0.25,0.10165587759392514,1
396,71,0.25,0.5982766678042376,0
397,71,0.25,0.9883919795263499,0
398,71,0.25,0.7318590850040112,0
399,71,0.25,0.7909208964330704,0
400,71,0.25,0.9050639900383951,0
401,71,0.25,0.8691384205631473,0
402,71,0.25,0.6147483902184624,0
403,71,0.25,0.7734385390440581,0
404,71,0.25,0.15533051648306317,1
405,71,0.25,0.25004047773347227,0
406,71,0.25,0.7223968908277306,0
407,71,0.25,0.7248925688513685,0
408,71,0.25,0.4003684992366924,0
409,71,0.25,0.46871928634248206,0
410,71,0.25,0.3359932729808769,0
411,71,0.25,0.7955059504406135,0
412,71,0.25,0.4482364742252386,0
413,71,0.25,0.3293090451302153,0
414,71,0.25,0.22239270458493965,1
415,71,0.25,0.4577876341568069,0
416,71,0.25,0.8845368803913918,0
417,71,0.25,0.24379765457220903,1
418,71,0.25,0.034029947560953566,1
419,71,0.25,0.3598255576664561,0
420,71,0.25,0.35530445026980617,0
421,71,0.25,0.898641542461892,0
422,71,0.25,0.5351833544653938,0
423,71,0.25,0.5690390274188227,0
424,71,0.25,0.301989788171237,0
425,71,0.25,0.4048453744893463,0
426,71,0.25,0.5168669016669483,0
427,71,0.25,0.4944892081423806,0
428,71,0.25,0.47158497039551817,0
429,71,0.25,0.9636650107225707,0
430,71,0.25,0.5973666048465853,0
431,71,0.25,0.3515787494837086,0
432,71,0.25,0.7318872654193777,0
433,71,0.25,0.14655531995917248,1
434,71,0.25,0.11458706004578889,1
435,71,0.25,0.3887377631673177,0
436,71,0.25,0.5311057328777345,0
437,71,0.25,0.624330703583554,0
438,71,0.25,0.11505106725820513,1
439,71,0.25,0.6472143007540682,0
440,71,0.25,0.9337108003607661,0
441,71,0.25,0.24662960199159767,1
442,71,0.25,0.39299759003463997,0
443,71,0.25,0.5085669959935487,0
444,71,0.25,0.7904065618665667,0
445,71,0.25,0.849834981066626,0
446,71,0.25,0.647077566172234,0
447,71,0.25,0.5648703461032364,0
448,71,0.25,0.18803048947863787,1
449,71,0.25,0.5224137224113972,0
450,71,0.25,0.0803795694799575,1
451,71,0.25,0.034088926329312375,1
452,71,0.25,0.13194233156238366,1
453,71,0.25,0.8534419479007967,0
454,71,0.25,0.26329758467125797,0
455,71,0.25,0.15552831338016793,1
456,71,0.25,0.7635012256502013,0
457,71,0.25,0.43613321394089144,0
458,71,0.25,0.1222726554739656,1
459,71,0.25,0.6516575606938307,0
460,71,0.25,0.9691528750044933,0
461,71,0.25,0.02103790404884165,1
462,71,0.25,0.9731265052125528,0
463,71,0.25,0.5587879594198485,0
464,71,0.25,0.7415783241053886,0
465,71,0.25,0.6066909983330352,0
466,71,0.25,0.4093494752757554,0
467,71,0.25,0.3481413730507361,0
468,71,0.25,0.7458497520485066,0
469,71,0.25,0.4423765432212222,0
470,71,0.25,0.7293075834650239,0
471,71,0.25,0.5831314577405323,0
472,71,0.25,0.8259452226312732,0
473,71,0.25,0.4326965373862426,0
474,71,0.25,0.31187689142582253,0
475,71,0.25,0.37475376716680175,0
476,71,0.25,0.5550596910826785,0
477,71,0.25,0.7126107686834147,0
478,71,0.25,0.591247853416216,0
479,71,0.25,0.05037997780831327,1
480,71,0.25,0.9911216413902669,0
481,71,0.25,0.4359924151188933,0
482,71,0.25,0.10939066559269262,1
483,71,0.25,0.7779539954352361,0
484,71,0.25,0.1429890252530085,1
485,71,0.25,0.005018315462366751,1
486,71,0.25,0.8855785491248315,0
487,71,0.25,0.5446908234087872,0
488,71,0.25,0.6116785087211466,0
489,71,0.25,0.38800556823030896,0
490,71,0.25,0.09053824249932663,1
491,71,0.25,0.9152877370521784,0
492,71,0.25,0.025590170360594966,1
493,71,0.25,0.3722122773052148,0
494,71,0.25,0.755715272718618,0
495,71,0.25,0.694344112834469,0
496,71,0.25,0.14930498590203312,1
497,71,0.25,0.3851156687821635,0
498,71,0.25,0.22819019895152493,1
499,71,0.25,0.32581015246005796,0
500,71,0.25,0.20181158385411035,1
501,71,0.25,0.09821227652802411,1
502,71,0.25,0.8557690171961237,0
503,71,0.25,0.8503831175905464,0
504,71,0.25,0.39314305896667234,0
505,71,0.25,0.22647466576288378,1
506,71,0.25,0.7595776291861607,0
507,71,0.25,0.55268590267934,0
508,71,0.25,0.8741005358424002,0
509,71,0.25,0.5298564959114894,0
510,71,0.25,0.43557646283732454,0
511,71,0.25,0.6415565010950041,0
512,71,0.25,0.7743061413724451,0
513,71,0.25,0.9754327228199723,0
514,71,0.25,0.6451223445657022,0
515,71,0.25,0.5105466439240423,0
516,71,0.25,0.5022440321828492,0
517,71,0.25,0.21902213603341092,1
518,71,0.25,0.17212225425437266,1
519,71,0.25,0.721298297470596,0
520,71,0.25,0.4559663056982951,0
521,71,0.25,0.3540198941598318,0
522,71,0.25,0.49417529423404505,0
523,71,0.25,0.18655720324727731,1
524,71,0.25,0.06633886502649233,1
525,71,0.25,0.2800652952381544,0
526,71,0.25,0.4964756240724685,0
527,71,0.25,0.4933502358859647,0
528,71,0.25,0.7899738641172398,0
529,71,0.25,0.32633040379836253,0
530,71,0.25,0.6759952474049853,0
531,71,0.25,0.2878504666884686,0
532,71,0.25,0.98711253699936,0
533,71,0.25,0.6870989621468048,0
534,71,0.25,0.4695324081819544,0
535,71,0.25,0.39833036162905877,0
536,71,0.25,0.5613499338590124,0
537,71,0.25,0.16472772319968876,1
538,71,0.25,0.6569456336782937,0
539,71,0.25,0.8967067718503935,0
540,71,0.25,0.7882971419118895,0
541,71,0.25,0.15638711978592834,1
542,71,0.25,0.6667565705378522,0
543,71,0.25,0.19252764115713794,1
544,71,0.25,0.8141103655853109,0
545,71,0.25,0.3865471814746122,0
546,71,0.25,0.45302265073655534,0
547,71,0.25,0.41523426228440363,0
548,71,0.25,0.7286436281502318,0
549,71,0.25,0.8493110010008226,0
550,71,0.25,0.24723977667273367,1
551,71,0.25,0.9411943296564294,0
552,71,0.25,0.22630008315389272,1
553,71,0.25,0.03712502713754062,1
554,71,0.25,0.8076018623574773,0
555,71,0.25,0.9164219262507022,0
556,71,0.25,0.1662947460472367,1
557,71,0.25,0.008973852798188964,1
558,71,0.25,0.31774275598070556,0
559,71,0.25,0.04672383943451541,1
560,71,0.25,0.9104062404126813,0
561,71,0.25,0.3164591801739708,0
562,71,0.25,1.804749769140912e-05,1
563,71,0.25,0.5436451876457734,0
564,71,0.25,0.35377575564282004,0
565,71,0.25,0.1003919334950657,1
566,71,0.25,0.03621659190185755,1
567,71,0.25,0.4361474061496752,0
568,71,0.25,0.5417169665970132,0
569,71,0.25,0.9543985185140953,0
570,71,0.25,0.5857314128103923,0
571,71,0.25,0.8998030900817632,0
572,71,0.25,0.39687452663351785,0
573,71,0.25,0.8643456955329119,0
574,71,0.25,0.17360417258540684,1
575,71,0.25,0.820508523874586,0
576,71,0.25,0.42363823278190904,0
577,71,0.25,0.5412771222481618,0
578,71,0.25,0.8227086924516156,0
579,71,0.25,0.11574755269652504,1
580,71,0.25,0.6002007862295805,0
581,71,0.25,0.5212096825239101,0
582,71,0.25,0.5023150837668052,0
583,71,0.25,0.22959391222201686,1
584,71,0.25,0.9190925291197433,0
585,71,0.25,0.3494801479469213,0
586,71,0.25,0.5587258118082744,0
587,71,0.25,0.21906670354372992,1
588,71,0.25,0.131793202575743,1
589,71,0.25,0.34416244052070843,0
590,71,0.25,0.04935313898098792,1
591,71,0.25,0.9940159684325491,0
592,71,0.25,0.14953090279461145,1
593,71,0.25,0.22148152410297905,1
594,71,0.25,0.45737786924365387,0
595,71,0.25,0.362175495894248,0
596,71,0.25,0.27645593313047545,0
597,71,0.25,0.016657271918501193,1
598,71,0.25,0.18493056491962456,1
599,71,0.25,0.7952809630519945,0
600,71,0.25,0.31072082754888497,0
601,71,0.25,0.7748721864794602,0
602,71,0.25,0.6533444041352654,0
603,71,0.25,0.9401874660840708,0
604,71,0.25,0.1717779704285437,1
605,71,0.25,0.5780309706970508,0
606,71,0.25,0.0638222461561917,1
607,71,0.25,0.3627014885930627,0
608,71,0.25,0.783564752399966,0
609,71,0.25,0.46489756348803646,0
610,71,0.25,0.9573173529413075,0
611,71,0.25,0.7614647312080457,0
612,71,0.25,0.0742958503149973,1
613,71,0.25,0.5523778781857368,0
614,71,0.25,0.2750695104886065,0
615,71,0.25,0.018115206289335162,1
616,71,0.25,0.6942227840162619,0
617,71,0.25,0.7744808489711305,0
618,71,0.25,0.16345329089923044,1
619,71,0.25,0.8582421604963821,0
620,71,0.25,0.8115357803901172,0
621,71,0.25,0.6021900590729385,0
622,71,0.25,0.5306809845683214,0
623,71,0.25,0.5174588994353465,0
624,71,0.25,0.8600774349662329,0
625,71,0.25,0.8194106488343442,0
626,71,0.25,0.3299648489249405,0
627,71,0.25,0.7176964732494242,0
628,71,0.25,0.17543931515801992,1
629,71,0.25,0.9299132683972705,0
630,71,0.25,0.7910643203794044,0
631,71,0.25,0.8325201094809723,0
632,71,0.25,0.879209045436488,0
633,71,0.25,0.17627206220934488,1
634,71,0.25,0.655608531876653,0
635,71,0.25,0.7136958969994579,0
636,71,0.25,0.6583195091109681,0
637,71,0.25,0.7042548463530623,0
638,71,0.25,0.8396229601421978,0
639,71,0.25,0.5645302542825916,0
640,71,0.25,0.7215956461193768,0
641,71,0.25,0.0465184097186615,1
642,71,0.25,0.6746297638607144,0
643,71,0.25,0.6373762326365561,0
644,71,0.25,0.9028460528878541,0
645,71,0.25,0.5159126649874731,0
646,71,0.25,0.28871916541220766,0
647,71,0.25,0.954580902170164,0
648,71,0.25,0.23070478665708172,1
649,71,0.25,0.5801427015752973,0
650,71,0.25,0.7512560524165571,0
651,71,0.25,0.9990129346064988,0
652,71,0.25,0.3663465736358035,0
653,71,0.25,0.7692155798897347,0
654,71,0.25,0.7536510008212137,0
655,71,0.25,0.11423177989649369,1
656,71,0.25,0.9259310442521634,0
657,71,0.25,0.07855087343383893,1
658,71,0.25,0.8859548326822303,0
659,71,0.25,0.8626423676447652,0
660,71,0.25,0.5042913579106296,0
661,71,0.25,0.7981682720338205,0
662,71,0.25,0.09370406099113249,1
663,71,0.25,0.03500789709656649,1
664,71,0.25,0.293256254893671,0
665,71,0.25,0.23429638569140898,1
666,71,0.25,0.479449847645649,0
667,71,0.25,0.9244194804284807,0
668,71,0.25,0.6081034433337256,0
669,71,0.25,0.6558935434627173,0
670,71,0.25,0.6481934222710372,0
671,71,0.25,0.01743578452229233,1
672,71,0.25,0.5601554946776399,0
673,71,0.25,0.41405615660383277,0
674,71,0.25,0.345780384374029,0
675,71,0.25,0.28801219220482444,0
676,71,0.25,0.382296083685285,0
677,71,0.25,0.548203358899858,0
678,71,0.25,0.5545142595237292,0
679,71,0.25,0.14368713155821167,1
680,71,0.25,0.1115050801136932,1
681,71,0.25,0.7463126710406293,0
682,71,0.25,0.34790988458834593,0
683,71,0.25,0.8120977634795764,0
684,71,0.25,0.32470283403543265,0
685,71,0.25,0.4427861004805329,0
686,71,0.25,0.701375972478116,0
687,71,0.25,0.35382265343484365,0
688,71,0.25,0.5759540315170214,0
689,71,0.25,0.9830985296761201,0
690,71,0.25,0.07332770943133382,1
691,71,0.25,0.6878894674112445,0
692,71,0.25,0.7667777059937687,0
693,71,0.25,0.9547196610550911,0
694,71,0.25,0.9529512768712012,0
695,71,0.25,0.29668801121238675,0
696,71,0.25,0.3465807301038255,0
697,71,0.25,0.46155688022931185,0
698,71,0.25,0.6596387779469354,0
699,71,0.25,0.240474355740653,1
700,71,0.25,0.25958305146351457,0
701,71,0.25,0.3825722237242343,0
702,71,0.25,0.33880534257969364,0
703,71,0.25,0.46464733517439494,0
704,71,0.25,0.46041207521890104,0
705,71,0.25,0.6790502397439082,0
706,71,0.25,0.775576255784369,0
707,71,0.25,0.6769558278499279,0
708,71,0.25,0.779501804233185,0
709,71,0.25,0.06248008361580415,1
710,71,0.25,0.7426341404942207,0
711,71,0.25,0.4372390846222084,0
712,71,0.25,0.5348976327076645,0
713,71,0.25,0.7126490373714413,0
714,71,0.25,0.4941581566805323,0
715,71,0.25,0.21903489635910223,1
716,71,0.25,0.5766770671276814,0
717,71,0.25,0.2979288829569656,0
718,71,0.25,0.3938391642976964,0
719,71,0.25,0.61130860528199,0
720,71,0.25,0.5313063243391165,0
721,71,0.25,0.18489462629651066,1
722,71,0.25,0.40502920517347596,0
723,71,0.25,0.024862677458148186,1
724,71,0.25,0.4111642649892382,0
725,71,0.25,0.9508515699718082,0
726,71,0.25,0.6838460516171543,0
727,71,0.25,0.20058772123518243,1
728,71,0.25,0.573154149808701,0
729,71,0.25,0.6534087115895834,0
730,71,0.25,0.6890810238004988,0
731,71,0.25,0.6368302964368796,0
732,71,0.25,0.11012188770126985,1
733,71,0.25,0.8654137120123461,0
734,71,0.25,0.8796398229719149,0
735,71,0.25,0.13601950869010537,1
736,71,0.25,0.6236468713505494,0
